"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"gy-evac.nlogo"
"car_share5"
"11/25/2024 19:47:25:874 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","1","1","1","1","1","1"
"terminate-evac-distance-km","0.3",,,,,,,
"initial-people","15000",,,,,,,
"max-walking-distance-km","1",,,,,,,
"warning-interval-time-mins","30",,,,,,,
"evacuation-probability","0.3",,,,,,,
"tick-time-in-mins","0.3",,,,,,,
"over-break-probability","0.06",,,,,,,
"[reporter]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
"[final]","6549","6549","3","0","4","14976","4","1.3333333333333333"
"[min]","0","0","0","0","0","0","0","0"
"[max]","6549","6549","3817","444","8984","14976","8906","3.6801181102362204"
"[mean]","3274.5","3274.5","1508.9659541984734","4.052824427480916","3003.3370992366413","11437.902595419848","2999.2842748091603","1.7431402611916822"
"[total steps]","6549","6549","6549","6549","6549","6549","6549","6549"

"[all run data]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
,"0","0","0","0","0","0","0","0"
,"1","1","1108","444","4502","12","4058","3.6624548736462095"
,"2","2","1108","429","4487","27","4058","3.6624548736462095"
,"3","3","1108","413","4471","43","4058","3.6624548736462095"
,"4","4","1108","407","4465","49","4058","3.6624548736462095"
,"5","5","1108","407","4465","49","4058","3.6624548736462095"
,"6","6","1108","396","4454","60","4058","3.6624548736462095"
,"7","7","1108","382","4440","74","4058","3.6624548736462095"
,"8","8","1108","382","4440","74","4058","3.6624548736462095"
,"9","9","1107","382","4437","77","4055","3.663053297199639"
,"10","10","1107","371","4426","88","4055","3.663053297199639"
,"11","11","1106","342","4394","120","4052","3.663652802893309"
,"12","12","1106","316","4368","146","4052","3.663652802893309"
,"13","13","1106","305","4357","157","4052","3.663652802893309"
,"14","14","1105","296","4347","167","4051","3.6660633484162894"
,"15","15","1104","296","4342","172","4046","3.664855072463768"
,"16","16","1103","284","4329","185","4045","3.6672710788757934"
,"17","17","1101","258","4295","219","4037","3.6666666666666665"
,"18","18","1100","233","4267","247","4034","3.6672727272727275"
,"19","19","1098","220","4245","269","4025","3.6657559198542806"
,"20","20","1096","195","4210","304","4015","3.6633211678832116"
,"21","21","1096","190","4205","309","4015","3.6633211678832116"
,"22","22","1094","157","4163","351","4006","3.6617915904936016"
,"23","23","1093","154","4157","357","4003","3.6623970722781336"
,"24","24","1092","125","4126","388","4001","3.663919413919414"
,"25","25","1090","108","4101","413","3993","3.663302752293578"
,"26","26","1089","74","4066","448","3992","3.6657483930211203"
,"27","27","1087","42","4026","488","3984","3.6651333946642133"
,"28","28","1084","0","3977","537","3977","3.668819188191882"
,"29","29","1082","0","3971","543","3971","3.6700554528650646"
,"30","30","1079","0","3957","557","3957","3.6672845227062094"
,"31","31","1077","0","3948","566","3948","3.6657381615598887"
,"32","32","1077","0","3948","566","3948","3.6657381615598887"
,"33","33","1076","0","3947","567","3947","3.6682156133828996"
,"34","34","1074","0","3941","573","3941","3.669459962756052"
,"35","35","1071","0","3928","586","3928","3.6676003734827263"
,"36","36","1068","0","3919","595","3919","3.6694756554307117"
,"37","37","1068","0","3919","595","3919","3.6694756554307117"
,"38","38","1065","0","3908","606","3908","3.669483568075117"
,"39","39","1064","0","3903","611","3903","3.668233082706767"
,"40","40","1059","0","3887","627","3887","3.670443814919736"
,"41","41","1057","0","3880","634","3880","3.6707663197729423"
,"42","42","1056","0","3879","635","3879","3.6732954545454546"
,"43","43","1053","0","3869","645","3869","3.674264007597341"
,"44","44","1051","0","3862","652","3862","3.6745956232159847"
