"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"gy-evac.nlogo"
"car_share"
"11/27/2024 18:20:53:604 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","1","1","1","1","1","1"
"terminate-evac-distance-km","0.3",,,,,,,
"initial-people","15000",,,,,,,
"max-walking-distance-km","1",,,,,,,
"warning-interval-time-mins","30",,,,,,,
"evacuation-probability","0.3",,,,,,,
"tick-time-in-mins","0.3",,,,,,,
"over-break-probability","0.1",,,,,,,
"[reporter]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
"[final]","3987","3987","2","0","2","14978","2","1"
"[min]","0","0","0","0","0","0","0","0"
"[max]","3987","3987","2179","431","5759","14978","5536","3.0946261682242993"
"[mean]","1993.5","1993.5","711.1168505516549","6.7219157472417255","1352.855817452357","12726.472166499498","1346.1339017051152","1.4952502492291493"
"[total steps]","3987","3987","3987","3987","3987","3987","3987","3987"

"[all run data]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
,"0","0","0","0","0","0","0","0"
,"1","1","1303","431","4427","11","3996","3.066768994627782"
,"2","2","1301","422","4414","24","3992","3.0684089162182935"
,"3","3","1299","407","4392","46","3985","3.0677444187836795"
,"4","4","1287","403","4356","82","3953","3.0714840714840714"
,"5","5","1278","403","4325","113","3922","3.0688575899843507"
,"6","6","1264","388","4274","164","3886","3.074367088607595"
,"7","7","1256","382","4246","192","3864","3.0764331210191083"
,"8","8","1248","382","4219","219","3837","3.074519230769231"
,"9","9","1239","382","4190","248","3808","3.073446327683616"
,"10","10","1231","371","4151","287","3780","3.0706742485783916"
,"11","11","1222","356","4116","322","3760","3.076923076923077"
,"12","12","1215","318","4054","384","3736","3.0748971193415637"
,"13","13","1206","305","4010","428","3705","3.072139303482587"
,"14","14","1194","299","3968","470","3669","3.0728643216080402"
,"15","15","1188","299","3951","487","3652","3.074074074074074"
,"16","16","1185","279","3922","516","3643","3.0742616033755272"
,"17","17","1177","254","3873","565","3619","3.074766355140187"
,"18","18","1168","243","3842","596","3599","3.081335616438356"
,"19","19","1159","229","3798","640","3569","3.079378774805867"
,"20","20","1155","199","3758","680","3559","3.0813852813852813"
,"21","21","1151","189","3733","705","3544","3.0790616854908777"
,"22","22","1141","152","3663","775","3511","3.077125328659071"
,"23","23","1133","141","3627","811","3486","3.0767872903795235"
,"24","24","1125","114","3575","863","3461","3.0764444444444443"
,"25","25","1116","88","3518","920","3430","3.0734767025089607"
,"26","26","1110","53","3462","976","3409","3.071171171171171"
,"27","27","1101","28","3413","1025","3385","3.0744777475022707"
,"28","28","1095","0","3368","1070","3368","3.075799086757991"
,"29","29","1093","0","3361","1077","3361","3.0750228728270814"
,"30","30","1087","0","3342","1096","3342","3.0745170193192273"
,"31","31","1079","0","3319","1119","3319","3.0759962928637625"
,"32","32","1075","0","3311","1127","3311","3.08"
,"33","33","1072","0","3302","1136","3302","3.080223880597015"
,"34","34","1071","0","3299","1139","3299","3.0802987861811393"
,"35","35","1065","0","3285","1153","3285","3.084507042253521"
,"36","36","1060","0","3268","1170","3268","3.0830188679245283"
,"37","37","1058","0","3261","1177","3261","3.0822306238185253"
,"38","38","1057","0","3257","1181","3257","3.0813623462630084"
,"39","39","1051","0","3238","1200","3238","3.0808753568030447"
,"40","40","1048","0","3229","1209","3229","3.0811068702290076"
,"41","41","1044","0","3219","1219","3219","3.0833333333333335"
,"42","42","1040","0","3206","1232","3206","3.082692307692308"
,"43","43","1037","0","3197","1241","3197","3.0829315332690452"
,"44","44","1032","0","3183","1255","3183","3.0843023255813953"
