"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"gy-evac.nlogo"
"pop"
"11/24/2024 18:52:19:239 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","1","1","1","1","1","1"
"terminate-evac-distance-km","0.3",,,,,,,
"initial-people","1000",,,,,,,
"max-walking-distance-km","0.3",,,,,,,
"warning-interval-time-mins","30",,,,,,,
"evacuation-probability","0.3",,,,,,,
"tick-time-in-mins","0.25",,,,,,,
"over-break-probability","0.06",,,,,,,
"[reporter]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
"[final]","2173","2173","1","0","1","996","1","1"
"[min]","0","0","0","0","0","0","0","0"
"[max]","2173","2173","278","0","326","996","326","1.1818181818181819"
"[mean]","1086.5","1086.5","32.913523459061636","0","36.396504139834406","837.9369825206992","36.396504139834406","0.530370089020969"
"[total steps]","2173","2173","2173","2173","2173","2173","2173","2173"

"[all run data]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
,"0","0","0","0","0","0","0","0"
,"1","1","278","0","326","2","326","1.1726618705035972"
,"2","2","278","0","326","2","326","1.1726618705035972"
,"3","3","277","0","325","3","325","1.1732851985559567"
,"4","4","277","0","325","3","325","1.1732851985559567"
,"5","5","276","0","324","4","324","1.173913043478261"
,"6","6","272","0","318","10","318","1.1691176470588236"
,"7","7","271","0","317","11","317","1.169741697416974"
,"8","8","269","0","315","13","315","1.171003717472119"
,"9","9","266","0","312","16","312","1.1729323308270676"
,"10","10","261","0","307","21","307","1.1762452107279693"
,"11","11","260","0","306","22","306","1.176923076923077"
,"12","12","258","0","304","24","304","1.178294573643411"
,"13","13","257","0","303","25","303","1.178988326848249"
,"14","14","254","0","298","30","298","1.1732283464566928"
,"15","15","248","0","290","38","290","1.1693548387096775"
,"16","16","246","0","288","40","288","1.170731707317073"
,"17","17","245","0","287","41","287","1.1714285714285715"
,"18","18","245","0","287","41","287","1.1714285714285715"
,"19","19","244","0","286","42","286","1.1721311475409837"
,"20","20","244","0","286","42","286","1.1721311475409837"
,"21","21","244","0","286","42","286","1.1721311475409837"
,"22","22","241","0","283","45","283","1.1742738589211619"
,"23","23","238","0","278","50","278","1.1680672268907564"
,"24","24","236","0","276","52","276","1.1694915254237288"
,"25","25","236","0","276","52","276","1.1694915254237288"
,"26","26","235","0","275","53","275","1.1702127659574468"
,"27","27","234","0","274","54","274","1.170940170940171"
,"28","28","232","0","272","56","272","1.1724137931034482"
,"29","29","231","0","270","58","270","1.1688311688311688"
,"30","30","229","0","266","62","266","1.1615720524017468"
,"31","31","226","0","263","65","263","1.163716814159292"
,"32","32","225","0","262","66","262","1.1644444444444444"
,"33","33","222","0","258","70","258","1.162162162162162"
,"34","34","222","0","258","70","258","1.162162162162162"
,"35","35","222","0","258","70","258","1.162162162162162"
,"36","36","220","0","255","73","255","1.1590909090909092"
,"37","37","218","0","253","75","253","1.1605504587155964"
,"38","38","217","0","252","76","252","1.1612903225806452"
,"39","39","215","0","249","79","249","1.158139534883721"
,"40","40","213","0","246","82","246","1.1549295774647887"
,"41","41","209","0","242","86","242","1.1578947368421053"
,"42","42","208","0","241","87","241","1.1586538461538463"
,"43","43","205","0","238","90","238","1.1609756097560975"
,"44","44","203","0","236","92","236","1.1625615763546797"
,"45","45","202","0","235","93","235","1.1633663366336633"
,"46","46","199","0","232","96","232","1.1658291457286432"
,"47","47","198","0","231","97","231","1.1666666666666667"
,"48","48","197","0","230","98","230","1.16751269035533"
,"49","49","195","0","228","100","228","1.1692307692307693"
,"50","50","194","0","227","101","227","1.1701030927835052"
