"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"gy-evac.nlogo"
"1000"
"11/24/2024 19:50:52:774 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","terminate-evac-distance-km","initial-people","max-walking-distance-km","warning-interval-time-mins","evacuation-probability","tick-time-in-mins","over-break-probability","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","0","0","0","0","0","0","0","0"
"5","0.3","1000","0.3","30","0.5","0.3","0.06","0","0","0","0","0","0","0","0"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","0","0","0","0","0","0","0","0"
"3","0.3","1000","0.3","30","0.3","0.3","0.06","0","0","0","0","0","0","0","0"
"8","0.3","1000","0.3","30","0.8","0.3","0.06","0","0","0","0","0","0","0","0"
"9","0.3","1000","0.3","30","0.9","0.3","0.06","0","0","0","0","0","0","0","0"
"10","0.3","1000","0.3","30","1","0.3","0.06","0","0","0","0","0","0","0","0"
"4","0.3","1000","0.3","30","0.4","0.3","0.06","0","0","0","0","0","0","0","0"
"7","0.3","1000","0.3","30","0.7","0.3","0.06","0","0","0","0","0","0","0","0"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","1","1","426","0","601","3","601","1.4107981220657277"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","2","2","426","0","601","3","601","1.4107981220657277"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","3","3","424","0","599","5","599","1.4127358490566038"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","4","4","422","0","597","7","597","1.414691943127962"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","5","5","422","0","597","7","597","1.414691943127962"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","6","6","419","0","594","10","594","1.4176610978520285"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","7","7","416","0","589","15","589","1.4158653846153846"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","8","8","415","0","588","16","588","1.416867469879518"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","9","9","415","0","588","16","588","1.416867469879518"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","10","10","411","0","582","22","582","1.416058394160584"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","11","11","411","0","582","22","582","1.416058394160584"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","12","12","409","0","580","24","580","1.4180929095354524"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","13","13","404","0","573","31","573","1.4183168316831682"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","14","14","399","0","566","38","566","1.418546365914787"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","15","15","398","0","565","39","565","1.4195979899497488"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","16","16","394","0","559","45","559","1.4187817258883249"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","17","17","393","0","558","46","558","1.4198473282442747"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","18","18","391","0","556","48","556","1.421994884910486"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","19","19","390","0","555","49","555","1.4230769230769231"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","20","20","390","0","555","49","555","1.4230769230769231"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","21","21","390","0","555","49","555","1.4230769230769231"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","22","22","388","0","553","51","553","1.425257731958763"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","23","23","384","0","545","59","545","1.4192708333333333"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","24","24","382","0","543","61","543","1.4214659685863875"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","25","25","379","0","538","66","538","1.4195250659630607"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","26","26","375","0","533","71","533","1.4213333333333333"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","27","27","374","0","531","73","531","1.4197860962566844"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","28","28","373","0","530","74","530","1.420911528150134"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","29","29","371","0","528","76","528","1.4231805929919137"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","30","30","370","0","527","77","527","1.4243243243243244"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","31","31","368","0","523","81","523","1.421195652173913"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","32","32","367","0","522","82","522","1.422343324250681"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","33","33","365","0","520","84","520","1.4246575342465753"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","34","34","364","0","519","85","519","1.4258241758241759"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","35","35","361","0","514","90","514","1.4238227146814404"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","36","36","360","0","513","91","513","1.425"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","37","37","359","0","512","92","512","1.426183844011142"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","38","38","358","0","511","93","511","1.4273743016759777"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","39","39","357","0","510","94","510","1.4285714285714286"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","40","40","355","0","507","97","507","1.4281690140845071"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","41","41","352","0","504","100","504","1.4318181818181819"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","42","42","352","0","504","100","504","1.4318181818181819"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","43","43","350","0","502","102","502","1.4342857142857144"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","44","44","344","0","492","112","492","1.430232558139535"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","45","45","343","0","490","114","490","1.4285714285714286"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","46","46","341","0","486","118","486","1.4252199413489737"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","47","47","341","0","486","118","486","1.4252199413489737"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","48","48","340","0","485","119","485","1.4264705882352942"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","49","49","340","0","485","119","485","1.4264705882352942"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","50","50","338","0","482","122","482","1.4260355029585798"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","51","51","337","0","481","123","481","1.427299703264095"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","52","52","335","0","478","126","478","1.4268656716417911"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","53","53","335","0","478","126","478","1.4268656716417911"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","54","54","334","0","477","127","477","1.4281437125748504"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","55","55","334","0","477","127","477","1.4281437125748504"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","56","56","334","0","477","127","477","1.4281437125748504"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","57","57","332","0","475","129","475","1.430722891566265"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","58","58","332","0","475","129","475","1.430722891566265"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","59","59","331","0","474","130","474","1.43202416918429"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","60","60","331","0","474","130","474","1.43202416918429"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","61","61","331","0","474","130","474","1.43202416918429"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","62","62","331","0","474","130","474","1.43202416918429"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","63","63","329","0","471","133","471","1.43161094224924"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","64","64","328","0","469","135","469","1.4298780487804879"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","65","65","326","0","466","138","466","1.4294478527607362"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","66","66","323","0","461","143","461","1.4272445820433437"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","67","67","321","0","457","147","457","1.4236760124610592"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","68","68","318","0","454","150","454","1.4276729559748427"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","69","69","317","0","453","151","453","1.4290220820189274"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","70","70","315","0","450","154","450","1.4285714285714286"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","71","71","311","0","444","160","444","1.427652733118971"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","72","72","311","0","444","160","444","1.427652733118971"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","73","73","310","0","443","161","443","1.429032258064516"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","74","74","308","0","441","163","441","1.4318181818181819"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","75","75","307","0","440","164","440","1.4332247557003257"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","76","76","306","0","439","165","439","1.434640522875817"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","77","77","305","0","437","167","437","1.4327868852459016"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","78","78","305","0","437","167","437","1.4327868852459016"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","79","79","301","0","433","171","433","1.4385382059800664"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","80","80","301","0","433","171","433","1.4385382059800664"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","81","81","298","0","429","175","429","1.4395973154362416"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","82","82","296","0","427","177","427","1.4425675675675675"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","83","83","295","0","426","178","426","1.4440677966101696"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","84","84","290","0","421","183","421","1.4517241379310344"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","85","85","284","0","411","193","411","1.4471830985915493"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","86","86","282","0","408","196","408","1.446808510638298"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","87","87","281","0","406","198","406","1.4448398576512456"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","88","88","279","0","403","201","403","1.4444444444444444"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","89","89","279","0","403","201","403","1.4444444444444444"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","90","90","278","0","402","202","402","1.4460431654676258"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","91","91","275","0","398","206","398","1.4472727272727273"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","92","92","275","0","398","206","398","1.4472727272727273"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","93","93","272","0","394","210","394","1.4485294117647058"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","94","94","270","0","392","212","392","1.451851851851852"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","1","1","193","0","214","1","214","1.1088082901554404"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","95","95","270","0","392","212","392","1.451851851851852"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","2","2","193","0","214","1","214","1.1088082901554404"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","96","96","266","0","387","217","387","1.4548872180451127"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","97","97","262","0","382","222","382","1.4580152671755726"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","3","3","193","0","214","1","214","1.1088082901554404"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","98","98","259","0","377","227","377","1.4555984555984556"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","4","4","193","0","214","1","214","1.1088082901554404"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","99","99","257","0","374","230","374","1.4552529182879377"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","5","5","191","0","212","3","212","1.1099476439790577"
"6","0.3","1000","0.3","30","0.6","0.3","0.06","100","100","256","0","373","231","373","1.45703125"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","6","6","189","0","210","5","210","1.1111111111111112"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","7","7","188","0","209","6","209","1.1117021276595744"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","8","8","187","0","207","8","207","1.106951871657754"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","9","9","182","0","200","15","200","1.098901098901099"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","10","10","179","0","196","19","196","1.094972067039106"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","11","11","176","0","193","22","193","1.0965909090909092"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","12","12","174","0","191","24","191","1.0977011494252873"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","13","13","172","0","188","27","188","1.0930232558139534"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","14","14","172","0","188","27","188","1.0930232558139534"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","15","15","172","0","188","27","188","1.0930232558139534"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","16","16","172","0","188","27","188","1.0930232558139534"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","17","17","172","0","188","27","188","1.0930232558139534"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","18","18","170","0","186","29","186","1.0941176470588236"
"2","0.3","1000","0.3","30","0.2","0.3","0.06","19","19","170","0","186","29","186","1.0941176470588236"
