"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"gy-evac.nlogo"
"car_share1"
"11/25/2024 19:37:29:371 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","1","1","1","1","1","1"
"terminate-evac-distance-km","0.3",,,,,,,
"initial-people","15000",,,,,,,
"max-walking-distance-km","1",,,,,,,
"warning-interval-time-mins","30",,,,,,,
"evacuation-probability","0.3",,,,,,,
"tick-time-in-mins","0.3",,,,,,,
"over-break-probability","0.06",,,,,,,
"[reporter]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
"[final]","16078","16078","1","0","1","14983","1","1"
"[min]","0","0","0","0","0","0","0","0"
"[max]","16078","16078","11462","484","11481","14983","11462","1"
"[mean]","8039","8039","4059.37334411344","1.692207226817588","4061.0655513402576","10705.502767585049","4059.37334411344","0.9999378070775545"
"[total steps]","16078","16078","16078","16078","16078","16078","16078","16078"

"[all run data]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
,"0","0","0","0","0","0","0","0"
,"1","1","3966","484","4450","14","3966","1"
,"2","2","3966","475","4441","23","3966","1"
,"3","3","3966","471","4437","27","3966","1"
,"4","4","3966","466","4432","32","3966","1"
,"5","5","3966","466","4432","32","3966","1"
,"6","6","3966","463","4429","35","3966","1"
,"7","7","3966","452","4418","46","3966","1"
,"8","8","3966","452","4418","46","3966","1"
,"9","9","3966","452","4418","46","3966","1"
,"10","10","3966","435","4401","63","3966","1"
,"11","11","3966","422","4388","76","3966","1"
,"12","12","3966","388","4354","110","3966","1"
,"13","13","3966","376","4342","122","3966","1"
,"14","14","3966","368","4334","130","3966","1"
,"15","15","3966","368","4334","130","3966","1"
,"16","16","3966","340","4306","158","3966","1"
,"17","17","3965","308","4273","191","3965","1"
,"18","18","3965","285","4250","214","3965","1"
,"19","19","3964","258","4222","242","3964","1"
,"20","20","3964","229","4193","271","3964","1"
,"21","21","3963","224","4187","277","3963","1"
,"22","22","3962","183","4145","319","3962","1"
,"23","23","3959","176","4135","329","3959","1"
,"24","24","3955","148","4103","361","3955","1"
,"25","25","3952","121","4073","391","3952","1"
,"26","26","3952","79","4031","433","3952","1"
,"27","27","3951","33","3984","480","3951","1"
,"28","28","3951","0","3951","513","3951","1"
,"29","29","3950","0","3950","514","3950","1"
,"30","30","3948","0","3948","516","3948","1"
,"31","31","3947","0","3947","517","3947","1"
,"32","32","3944","0","3944","520","3944","1"
,"33","33","3944","0","3944","520","3944","1"
,"34","34","3941","0","3941","523","3941","1"
,"35","35","3940","0","3940","524","3940","1"
,"36","36","3940","0","3940","524","3940","1"
,"37","37","3939","0","3939","525","3939","1"
,"38","38","3937","0","3937","527","3937","1"
,"39","39","3935","0","3935","529","3935","1"
,"40","40","3932","0","3932","532","3932","1"
,"41","41","3929","0","3929","535","3929","1"
,"42","42","3925","0","3925","539","3925","1"
,"43","43","3922","0","3922","542","3922","1"
,"44","44","3920","0","3920","544","3920","1"
,"45","45","3914","0","3914","550","3914","1"
,"46","46","3911","0","3911","553","3911","1"
,"47","47","3908","0","3908","556","3908","1"
,"48","48","3907","0","3907","557","3907","1"
,"49","49","3906","0","3906","558","3906","1"
,"50","50","3905","0","3905","559","3905","1"
,"51","51","3904","0","3904","560","3904","1"
,"52","52","3900","0","3900","564","3900","1"
,"53","53","3895","0","3895","569","3895","1"
,"54","54","3893","0","3893","571","3893","1"
,"55","55","3892","0","3892","572","3892","1"
,"56","56","3887","0","3887","577","3887","1"
,"57","57","3885","0","3885","579","3885","1"
,"58","58","3885","0","3885","579","3885","1"
