"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"gy-evac.nlogo"
"tick_res_0.8"
"11/25/2024 20:16:36:739 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","1","1","1","1","1","1"
"terminate-evac-distance-km","0.3",,,,,,,
"initial-people","15000",,,,,,,
"max-walking-distance-km","1",,,,,,,
"warning-interval-time-mins","30",,,,,,,
"evacuation-probability","0.8",,,,,,,
"tick-time-in-mins","0.3",,,,,,,
"over-break-probability","0",,,,,,,
"[reporter]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
"[final]","3011","3011","12","0","27","14953","27","2.25"
"[min]","0","0","0","0","0","0","0","0"
"[max]","3011","3011","3055","1213","12009","14953","11759","4.361048350655219"
"[mean]","1505.5","1505.5","961.3974103585657","3.161022576361222","3368.4037184594954","11486.569721115538","3365.2426958831343","3.0928331580380126"
"[total steps]","3011","3011","3011","3011","3011","3011","3011","3011"

"[all run data]","[step]","ticks","get-no-active-cars","get-no-walking","get-no-evacuating","get-no-evacuated","get-no-in-cars","get-avg-no-people-per-car"
,"0","0","0","0","0","0","0","0"
,"1","1","2485","1213","12009","64","10796","4.344466800804829"
,"2","2","2485","1167","11963","110","10796","4.344466800804829"
,"3","3","2485","1118","11914","159","10796","4.344466800804829"
,"4","4","2485","1008","11804","269","10796","4.344466800804829"
,"5","5","2485","864","11660","413","10796","4.344466800804829"
,"6","6","2485","799","11595","478","10796","4.344466800804829"
,"7","7","2485","642","11438","635","10796","4.344466800804829"
,"8","8","2485","509","11305","768","10796","4.344466800804829"
,"9","9","2482","341","11122","951","10781","4.343674456083804"
,"10","10","2481","97","10873","1200","10776","4.343409915356711"
,"11","11","2481","0","10776","1297","10776","4.343409915356711"
,"12","12","2480","0","10771","1302","10771","4.343145161290322"
,"13","13","2479","0","10766","1307","10766","4.3428801936264625"
,"14","14","2478","0","10764","1309","10764","4.343825665859564"
,"15","15","2475","0","10755","1318","10755","4.345454545454546"
,"16","16","2473","0","10748","1325","10748","4.346138293570562"
,"17","17","2471","0","10738","1335","10738","4.3456090651558075"
,"18","18","2470","0","10733","1340","10733","4.345344129554656"
,"19","19","2467","0","10718","1355","10718","4.344548034049453"
,"20","20","2462","0","10698","1375","10698","4.345247766043867"
,"21","21","2461","0","10695","1378","10695","4.345794392523365"
,"22","22","2460","0","10694","1379","10694","4.347154471544715"
,"23","23","2458","0","10685","1388","10685","4.347030105777055"
,"24","24","2458","0","10685","1388","10685","4.347030105777055"
,"25","25","2457","0","10680","1393","10680","4.346764346764346"
,"26","26","2454","0","10665","1408","10665","4.345965770171149"
,"27","27","2452","0","10655","1418","10655","4.345432300163132"
,"28","28","2450","0","10647","1426","10647","4.345714285714286"
,"29","29","2449","0","10642","1431","10642","4.345447121273989"
,"30","30","2441","0","10610","1463","10610","4.346579270790659"
,"31","31","2437","0","10591","1482","10591","4.345917111202298"
,"32","32","2433","0","10579","1494","10579","4.3481298808055895"
,"33","33","2429","0","10560","1513","10560","4.347468093865788"
,"34","34","2425","0","10540","1533","10540","4.346391752577319"
,"35","35","2421","0","10520","1553","10520","4.3453118546055345"
,"36","36","2413","0","10485","1588","10485","4.34521342726896"
,"37","37","2406","0","10450","1623","10450","4.343308395677473"
,"38","38","2403","0","10437","1636","10437","4.343320848938826"
,"39","39","2398","0","10420","1653","10420","4.345287739783153"
,"40","40","2390","0","10392","1681","10392","4.348117154811716"
,"41","41","2386","0","10373","1700","10373","4.347443419949706"
,"42","42","2385","0","10368","1705","10368","4.347169811320755"
,"43","43","2384","0","10363","1710","10363","4.346895973154362"
